agent_code,total_policies,avg_policies,nill_rate,avg_ANBP,avg_income,avg_customers,avg_proposals,active_months,cluster,performance_group,recommendation,PCA1,PCA2,is_nill
3cf0c354,388,18.476190476190474,0.19047619047619047,853901.7619047619,209039.09523809524,15.857142857142858,18.523809523809526,21,2,High,"Retention incentives, high-value leads",-1.0378223444803119,0.8414395492690259,False
3cfc52f3,495,23.571428571428573,0.09523809523809523,1348279.2857142857,284125.2380952381,17.0,20.714285714285715,21,2,High,"Retention incentives, high-value leads",2.6668287388575016,1.1618691221857973,False
3d00b9ca,461,21.952380952380953,0.09523809523809523,1123459.238095238,242866.61904761905,13.952380952380953,20.047619047619047,21,2,High,"Retention incentives, high-value leads",1.2131533289899163,0.9001175696278649,False
3d15739c,389,18.523809523809526,0.14285714285714285,1000527.5238095238,232397.2857142857,16.428571428571427,16.285714285714285,21,2,High,"Retention incentives, high-value leads",-0.7870060594940163,0.6301890192382937,False
3d80c955,384,18.285714285714285,0.14285714285714285,1152270.4761904762,299645.6666666667,15.619047619047619,17.142857142857142,21,2,High,"Retention incentives, high-value leads",0.19032824081503685,0.45405061043983447,False
3d94a6e8,66,22.0,0.0,1443976.6666666667,304786.3333333333,17.0,16.0,3,1,Low,"Mentoring, onboarding refreshers",1.7390115072940713,-3.7145715472610643,False
3dd0c2a1,410,19.523809523809526,0.14285714285714285,823631.380952381,191485.09523809524,14.952380952380953,16.857142857142858,21,2,High,"Retention incentives, high-value leads",-1.2278468186651816,0.793349375953779,False
3df612f0,444,21.142857142857142,0.14285714285714285,995640.619047619,217943.90476190476,15.380952380952381,19.571428571428573,21,2,High,"Retention incentives, high-value leads",0.32194599271178687,1.022759509980505,False
3e53c636,408,20.4,0.15,981190.45,223163.65,15.1,19.65,20,2,High,"Retention incentives, high-value leads",0.13122733986062338,0.7060027531961971,False
3e5ac0ee,433,20.61904761904762,0.047619047619047616,1008993.4761904762,192698.52380952382,14.761904761904763,15.952380952380953,21,2,High,"Retention incentives, high-value leads",-0.3961949790331798,0.6559101786355904,False
3e8c2a01,416,19.80952380952381,0.09523809523809523,1215595.0476190476,292266.95238095237,16.285714285714285,16.761904761904763,21,2,High,"Retention incentives, high-value leads",0.7376439508475471,0.565430111858203,False
3eaca3a0,48,16.0,0.0,922004.6666666666,223583.33333333334,13.0,11.0,3,0,Mid,"Targeted training, quote-to-sale improvement",-2.516955162497248,-3.9632740998794347,False
3eb7edb4,451,21.476190476190474,0.047619047619047616,1047811.7142857143,238660.04761904763,16.38095238095238,18.428571428571427,21,2,High,"Retention incentives, high-value leads",0.8564050318902922,0.8960966382440027,False
3ec02013,400,19.047619047619047,0.14285714285714285,861086.9047619047,215196.85714285713,16.428571428571427,17.714285714285715,21,2,High,"Retention incentives, high-value leads",-0.8066908420811816,0.8291650648050929,False
3f4c6d56,13,13.0,0.0,687297.0,184578.0,12.0,11.0,1,0,Mid,"Targeted training, quote-to-sale improvement",-4.007059573669068,-4.303865803367572,True
3fa56b2f,458,21.80952380952381,0.14285714285714285,1178194.9047619049,258917.0,15.0,19.952380952380953,21,2,High,"Retention incentives, high-value leads",1.2641447535710266,0.969577446895188,False
3fae68fe,420,20.0,0.09523809523809523,1143460.380952381,229764.04761904763,16.333333333333332,18.095238095238095,21,2,High,"Retention incentives, high-value leads",0.40493769781448263,0.7502172806760621,False
4.68E+11,114,22.8,0.0,1194349.8,254979.6,15.2,16.8,5,1,Low,"Mentoring, onboarding refreshers",1.0832363267807328,-3.1361985906788394,False
400e8f57,484,23.047619047619047,0.0,1030508.7619047619,199234.85714285713,16.476190476190474,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.8494811821925092,1.024736409156072,False
4031618e,380,18.095238095238095,0.14285714285714285,1009763.619047619,218417.14285714287,15.476190476190476,17.523809523809526,21,2,High,"Retention incentives, high-value leads",-0.7459200723144902,0.5914149336636499,False
40b62a16,402,19.142857142857142,0.047619047619047616,1186335.238095238,270845.2380952381,13.19047619047619,16.571428571428573,21,2,High,"Retention incentives, high-value leads",0.37208802159489385,0.26126895924724475,False
417f5867,435,20.714285714285715,0.09523809523809523,695864.4761904762,182851.95238095237,15.904761904761905,18.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.8257336086044698,1.0356796073071903,False
41d75955,393,18.714285714285715,0.19047619047619047,772319.9047619047,220917.85714285713,16.714285714285715,18.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.9784274760453531,0.951711775267142,False
421aec8b,14,14.0,0.0,1244264.0,199285.0,11.0,8.0,1,0,Mid,"Targeted training, quote-to-sale improvement",-3.1709590127166964,-4.74289435008378,False
428ca558,394,18.761904761904763,0.19047619047619047,1090448.761904762,266262.28571428574,14.761904761904763,16.80952380952381,21,2,High,"Retention incentives, high-value leads",-0.4145094683467744,0.5662034098199845,False
42df1e2f,443,21.095238095238095,0.09523809523809523,941747.2857142857,240512.33333333334,16.19047619047619,18.714285714285715,21,2,High,"Retention incentives, high-value leads",0.41906782464548953,0.9606001900832729,False
430152bb,167,18.555555555555557,0.2222222222222222,850211.4444444445,264721.77777777775,15.555555555555555,17.666666666666668,9,0,Mid,"Targeted training, quote-to-sale improvement",-1.0792345210102399,-1.865048715067236,False
44303003,459,21.857142857142858,0.09523809523809523,1124610.619047619,274020.5714285714,16.047619047619047,18.0,21,2,High,"Retention incentives, high-value leads",1.094245602755895,0.8916171812793277,False
448bb5ec,127,18.142857142857142,0.14285714285714285,702544.7142857143,147609.7142857143,13.285714285714286,14.285714285714286,7,0,Mid,"Targeted training, quote-to-sale improvement",-2.9791938284662085,-2.5286819034244488,False
44b3f07a,464,22.095238095238095,0.09523809523809523,1039116.5714285715,184848.38095238095,17.19047619047619,18.80952380952381,21,2,High,"Retention incentives, high-value leads",0.45930566449678273,1.161997215536693,False
44c6464f,369,17.571428571428573,0.23809523809523808,913314.7142857143,222876.66666666666,14.80952380952381,16.19047619047619,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.73684581117724,0.5949958833760673,False
44e1a8af,447,21.285714285714285,0.09523809523809523,1174708.1904761905,249458.33333333334,15.952380952380953,18.80952380952381,21,2,High,"Retention incentives, high-value leads",1.0511714991380816,0.8664604899339052,False
455ca878,436,20.761904761904763,0.09523809523809523,1108900.1904761905,245296.66666666666,15.238095238095237,17.142857142857142,21,2,High,"Retention incentives, high-value leads",0.3672577845874935,0.7197843733475331,False
458aa9db,323,15.380952380952381,0.19047619047619047,811782.2857142857,190297.38095238095,16.333333333333332,15.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.533623757327446,0.44089959876332835,False
45910031,398,18.952380952380953,0.047619047619047616,511362.1904761905,111188.23809523809,14.904761904761905,15.523809523809524,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.592499225236686,0.7550733412856102,False
4609bc37,356,19.77777777777778,0.1111111111111111,975226.8333333334,182633.66666666666,16.444444444444443,17.27777777777778,18,2,High,"Retention incentives, high-value leads",-0.6778657844884927,0.15916445381794908,False
461a76aa,445,21.19047619047619,0.047619047619047616,958719.1428571428,217359.57142857142,17.523809523809526,17.761904761904763,21,2,High,"Retention incentives, high-value leads",0.331502816543887,0.9658347716858042,False
470d81d4,383,18.238095238095237,0.14285714285714285,553703.0,125064.28571428571,15.714285714285714,16.238095238095237,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.73716710529456,0.8551780333986805,False
471fdac3,362,17.238095238095237,0.14285714285714285,1001762.5238095238,284716.90476190473,14.523809523809524,16.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.7718140589703636,0.29796518232276825,False
47947b4c,426,20.285714285714285,0.047619047619047616,936970.1904761905,200347.2857142857,14.380952380952381,15.380952380952381,21,2,High,"Retention incentives, high-value leads",-0.7038518700982138,0.5898389078356844,False
47c3bcc3,492,23.428571428571427,0.0,1085385.619047619,204032.47619047618,15.80952380952381,18.285714285714285,21,2,High,"Retention incentives, high-value leads",1.2171555450989404,1.0300619868521042,False
47c6c65c,283,21.76923076923077,0.07692307692307693,848448.0769230769,195814.3076923077,15.0,20.307692307692307,13,2,High,"Retention incentives, high-value leads",0.22491528922012746,-0.8024926472008754,False
47e9a908,523,24.904761904761905,0.0,1031057.8571428572,169978.47619047618,13.761904761904763,20.285714285714285,21,2,High,"Retention incentives, high-value leads",1.4881987623486053,1.2175652157893997,False
48669912,182,18.2,0.2,614764.8,157971.9,15.6,16.6,10,0,Mid,"Targeted training, quote-to-sale improvement",-2.6596151167397535,-1.5221001063620332,False
4936a505,121,20.166666666666668,0.16666666666666666,978769.1666666666,202465.16666666666,14.5,21.333333333333332,6,1,Low,"Mentoring, onboarding refreshers",-0.047809927902074195,-2.4345963614003887,False
49a9d7fa,273,14.368421052631579,0.21052631578947367,678089.3157894737,149205.47368421053,16.68421052631579,15.789473684210526,19,0,Mid,"Targeted training, quote-to-sale improvement",-3.4603260901316197,0.08568587252283935,False
4a0b5fa3,335,15.952380952380953,0.19047619047619047,893977.5714285715,240773.66666666666,15.952380952380953,15.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.001690691018859,0.3553602960532324,False
4a36c4e0,450,22.5,0.0,908472.95,198696.1,15.1,16.95,20,2,High,"Retention incentives, high-value leads",0.24734633109948836,0.6587420908099695,False
4a8112fe,71,14.2,0.4,565599.6,206159.4,11.4,15.2,5,0,Mid,"Targeted training, quote-to-sale improvement",-4.5471996776706405,-2.795078259319253,False
4aa2a587,368,20.444444444444443,0.05555555555555555,955074.9444444445,226082.72222222222,17.5,17.0,18,2,High,"Retention incentives, high-value leads",-0.015571191093004772,0.1587332849375359,False
4aa5bb82,414,19.714285714285715,0.047619047619047616,901773.9523809524,196186.52380952382,17.0,14.571428571428571,21,2,High,"Retention incentives, high-value leads",-1.0011293347863606,0.6720666872032185,False
4b50ba06,493,23.476190476190474,0.047619047619047616,1735834.142857143,375044.5714285714,14.047619047619047,18.761904761904763,21,2,High,"Retention incentives, high-value leads",3.871060624604637,0.5533950865534429,False
4c33101d,451,21.476190476190474,0.09523809523809523,1073500.142857143,247648.19047619047,16.38095238095238,18.38095238095238,21,2,High,"Retention incentives, high-value leads",0.7827282590104181,0.938075153574583,False
4ca77240,406,19.333333333333332,0.14285714285714285,960120.5238095238,227805.38095238095,14.571428571428571,18.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.4031116093218782,0.7121137483891932,False
4d543192,376,17.904761904761905,0.14285714285714285,769047.9047619047,210688.33333333334,16.714285714285715,17.238095238095237,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.383168926342228,0.7410443771873733,False
4d953b7c,371,17.666666666666668,0.19047619047619047,632369.7142857143,144763.66666666666,15.714285714285714,14.80952380952381,21,0,Mid,"Targeted training, quote-to-sale improvement",-3.0323339557249196,0.7375290649324461,False
4df767d7,187,20.77777777777778,0.1111111111111111,828950.3333333334,168523.66666666666,15.88888888888889,18.444444444444443,9,0,Mid,"Targeted training, quote-to-sale improvement",-0.8190863687437302,-1.7409585507352103,False
4e65e45e,435,20.714285714285715,0.0,922041.619047619,194680.7619047619,15.142857142857142,15.904761904761905,21,2,High,"Retention incentives, high-value leads",-0.3502627992106626,0.6563506194613409,False
4eb0e534,457,21.761904761904763,0.09523809523809523,1196540.5238095238,266506.1904761905,14.666666666666666,18.952380952380953,21,2,High,"Retention incentives, high-value leads",1.3163286482095742,0.8173921213507475,False
4ec46520,389,25.933333333333334,0.0,1001537.0,202912.53333333333,15.466666666666667,19.666666666666668,15,2,High,"Retention incentives, high-value leads",1.723725882035745,-0.17634403391547745,False
4eff9854,410,19.523809523809526,0.14285714285714285,1401407.4285714286,296939.3333333333,15.095238095238095,17.714285714285715,21,2,High,"Retention incentives, high-value leads",1.0814404279097172,0.48662635140459815,False
4fe58569,471,22.428571428571427,0.09523809523809523,1082689.142857143,250022.7619047619,14.380952380952381,19.61904761904762,21,2,High,"Retention incentives, high-value leads",1.2113903563710824,0.968721853538805,False
507d2705,403,19.19047619047619,0.047619047619047616,814324.7619047619,161549.66666666666,15.285714285714286,14.428571428571429,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6923829111849846,0.5754399109219699,False
50bb84a3,404,19.238095238095237,0.14285714285714285,1090783.3333333333,266027.3333333333,16.047619047619047,17.142857142857142,21,2,High,"Retention incentives, high-value leads",0.00813543906967197,0.6496673950889927,False
51321fa2,416,19.80952380952381,0.14285714285714285,944627.1904761905,206702.14285714287,16.523809523809526,17.571428571428573,21,2,High,"Retention incentives, high-value leads",-0.5552772435288605,0.8889531765090991,False
51b5ab9b,448,21.333333333333332,0.0,1177402.9047619049,218778.19047619047,14.904761904761905,15.952380952380953,21,2,High,"Retention incentives, high-value leads",0.5366577513186532,0.5813185570548386,False
51dc42f2,92,18.4,0.2,757679.6,159513.2,17.0,19.0,5,0,Mid,"Targeted training, quote-to-sale improvement",-1.7851887653109018,-2.4711328719825887,False
52421009,400,19.047619047619047,0.14285714285714285,1134071.6666666667,227433.14285714287,15.428571428571429,16.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.48661801399670473,0.573102329502786,False
5287392d,402,19.142857142857142,0.09523809523809523,1005460.4761904762,199727.7619047619,16.142857142857142,16.80952380952381,21,2,High,"Retention incentives, high-value leads",-0.6137990364909147,0.6751545829459439,False
52acfbac,473,22.523809523809526,0.09523809523809523,1098373.142857143,213656.52380952382,15.238095238095237,20.333333333333332,21,2,High,"Retention incentives, high-value leads",1.162529092347182,1.100027371619563,False
52d3b4c8,467,22.238095238095237,0.047619047619047616,1229376.761904762,260201.80952380953,15.095238095238095,18.19047619047619,21,2,High,"Retention incentives, high-value leads",1.4854246278976964,0.7915419287544085,False
52de1f9c,372,17.714285714285715,0.23809523809523808,880948.8095238095,188008.61904761905,16.714285714285715,17.571428571428573,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6777572102219145,0.8448858940746572,False
52e1374a,492,23.428571428571427,0.0,1347103.6666666667,259331.09523809524,16.0,18.38095238095238,21,2,High,"Retention incentives, high-value leads",2.266264534112939,0.8771432272669316,False
53826690,371,17.666666666666668,0.19047619047619047,1008057.619047619,220873.7619047619,16.047619047619047,15.714285714285714,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.383539758117019,0.5602355881598212,False
53a3110b,394,20.736842105263158,0.05263157894736842,1093753.5789473683,209325.68421052632,14.947368421052632,17.31578947368421,19,2,High,"Retention incentives, high-value leads",0.1997223787104164,0.2321366026309456,False
53f114f3,504,24.0,0.047619047619047616,1468923.4761904762,297445.1904761905,15.0,18.80952380952381,21,2,High,"Retention incentives, high-value leads",2.8233445034194005,0.8696350929050872,False
54240662,397,18.904761904761905,0.09523809523809523,859203.619047619,187088.61904761905,16.714285714285715,15.857142857142858,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.269187772461898,0.7149857436389876,False
5444f88c,20,20.0,0.0,94900.0,23326.0,22.0,18.0,1,0,Mid,"Targeted training, quote-to-sale improvement",-3.27175730295852,-2.926036148741123,False
54643ae7,429,20.428571428571427,0.047619047619047616,931322.0952380953,228918.66666666666,17.142857142857142,16.714285714285715,21,2,High,"Retention incentives, high-value leads",-0.04361673640845252,0.8080690797165336,False
54768850,444,21.142857142857142,0.09523809523809523,1043073.4761904762,221592.09523809524,16.238095238095237,18.142857142857142,21,2,High,"Retention incentives, high-value leads",0.37412859849742264,0.9233521491611835,False
54c07c11,429,20.428571428571427,0.047619047619047616,1050025.8095238095,229691.80952380953,16.142857142857142,16.238095238095237,21,2,High,"Retention incentives, high-value leads",0.07462448945089999,0.6750941665452708,False
54ca74d2,406,19.333333333333332,0.047619047619047616,899351.4285714285,172984.57142857142,17.095238095238095,15.523809523809524,21,2,High,"Retention incentives, high-value leads",-1.0669302954604964,0.7061750905641326,False
54e55461,396,18.857142857142858,0.09523809523809523,700572.4761904762,147643.7619047619,16.666666666666668,17.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6999056559041517,0.867695621215426,False
5550ec46,395,18.80952380952381,0.19047619047619047,1122662.1904761905,246553.33333333334,15.333333333333334,18.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.12830136507312864,0.6875664816620684,False
55616a7d,219,19.90909090909091,0.0,868082.0909090909,151620.0909090909,16.0,14.727272727272727,11,0,Mid,"Targeted training, quote-to-sale improvement",-1.3716742482637088,-1.6351029189618318,False
55c823e7,367,17.476190476190474,0.23809523809523808,807946.380952381,226591.90476190476,15.285714285714286,18.047619047619047,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.5328429386024651,0.7367342098892457,False
55e876fa,504,24.0,0.047619047619047616,1271007.8095238095,270322.95238095237,14.857142857142858,20.047619047619047,21,2,High,"Retention incentives, high-value leads",2.4342255290216497,1.027950299614997,False
56df72a9,480,22.857142857142858,0.0,1253127.7142857143,241201.7619047619,16.142857142857142,18.238095238095237,21,2,High,"Retention incentives, high-value leads",1.7650506063104838,0.8749061019059264,False
56edaaf5,451,21.476190476190474,0.09523809523809523,1011770.7142857143,223650.80952380953,15.952380952380953,17.61904761904762,21,2,High,"Retention incentives, high-value leads",0.2689280477383516,0.9292025316836412,False
5724f683,457,21.761904761904763,0.0,929671.1428571428,159889.95238095237,17.238095238095237,16.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.13318349178617625,0.9742087082104952,False
572c0422,397,18.904761904761905,0.09523809523809523,1052803.238095238,239654.95238095237,16.61904761904762,15.285714285714286,21,2,High,"Retention incentives, high-value leads",-0.5478920066626303,0.5448390179822988,False
57480056,472,22.476190476190474,0.09523809523809523,1028034.6666666666,241826.7142857143,15.571428571428571,19.095238095238095,21,2,High,"Retention incentives, high-value leads",0.9736289419681774,1.056024650877037,False
57797bda,407,19.38095238095238,0.09523809523809523,1045215.9047619047,214043.66666666666,15.285714285714286,17.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.2719028595159027,0.6416015606080622,False
57838cf4,423,20.142857142857142,0.09523809523809523,1007251.5238095238,232065.7619047619,16.666666666666668,17.666666666666668,21,2,High,"Retention incentives, high-value leads",0.07924191445105527,0.8201456336772073,False
580d98ee,466,22.19047619047619,0.047619047619047616,953688.6666666666,184975.85714285713,14.333333333333334,18.80952380952381,21,2,High,"Retention incentives, high-value leads",0.36384941250885494,0.96419865503793,True
5922d261,424,20.19047619047619,0.14285714285714285,1402305.0476190476,351821.4761904762,15.80952380952381,17.80952380952381,21,2,High,"Retention incentives, high-value leads",1.726324574404404,0.546743183940316,False
599c361f,309,14.714285714285714,0.2857142857142857,685303.8571428572,159109.80952380953,15.857142857142858,16.095238095238095,21,0,Mid,"Targeted training, quote-to-sale improvement",-3.540783116702151,0.5686426869573732,False
59f16623,426,20.285714285714285,0.047619047619047616,1146194.0952380951,266754.28571428574,17.61904761904762,16.333333333333332,21,2,High,"Retention incentives, high-value leads",0.6392097060829522,0.6744158549122465,False
59f2fa1d,379,18.047619047619047,0.09523809523809523,1130357.2857142857,232934.2857142857,14.714285714285714,15.523809523809524,21,2,High,"Retention incentives, high-value leads",-0.6503521344672593,0.3178574363244016,False
5a4c13f1,466,22.19047619047619,0.047619047619047616,1301564.761904762,262294.95238095237,16.285714285714285,17.476190476190474,21,2,High,"Retention incentives, high-value leads",1.5456807555813044,0.7964574004475663,False
5b3a18f8,290,20.714285714285715,0.07142857142857142,983639.7857142857,236456.57142857142,14.142857142857142,17.5,14,2,High,"Retention incentives, high-value leads",0.02121539333752939,-0.9309747139168756,False
5b80ded5,275,18.333333333333332,0.13333333333333333,1034971.2,215166.26666666666,17.266666666666666,16.466666666666665,15,0,Mid,"Targeted training, quote-to-sale improvement",-0.8663327896617737,-0.6501510693424981,False
5c0601a2,276,21.23076923076923,0.07692307692307693,787756.6923076923,140281.6923076923,15.923076923076923,18.307692307692307,13,0,Mid,"Targeted training, quote-to-sale improvement",-0.8665513562328206,-0.7840084758002054,False
5c4dd08c,405,19.285714285714285,0.14285714285714285,1071231.380952381,281471.8095238095,16.904761904761905,17.857142857142858,21,2,High,"Retention incentives, high-value leads",0.29377139689902365,0.7311119632178887,False
5ccac519,469,22.333333333333332,0.09523809523809523,1031298.9047619047,263908.0,11.857142857142858,18.285714285714285,21,2,High,"Retention incentives, high-value leads",0.7930061005650206,0.7455303406277441,False
5d8cf04d,407,19.38095238095238,0.047619047619047616,988700.9523809524,218178.80952380953,15.571428571428571,16.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.3738254358606723,0.5676175945708128,False
5da2a068,408,19.428571428571427,0.09523809523809523,1042153.1904761905,170418.2380952381,16.285714285714285,17.238095238095237,21,2,High,"Retention incentives, high-value leads",-0.6110437279256443,0.7535899251572143,False
5e002d6b,443,21.095238095238095,0.047619047619047616,977045.8095238095,199522.80952380953,15.904761904761905,16.476190476190474,21,2,High,"Retention incentives, high-value leads",-0.14367509519182312,0.8089523247360976,False
5e060b04,470,22.38095238095238,0.047619047619047616,1066464.142857143,213986.47619047618,17.238095238095237,18.761904761904763,21,2,High,"Retention incentives, high-value leads",1.0021923761178742,1.085532385064668,False
5e628af1,449,21.38095238095238,0.09523809523809523,1230941.0,253973.0,16.333333333333332,17.523809523809526,21,2,High,"Retention incentives, high-value leads",0.9682697492248137,0.8146243138268948,False
5e72ea09,59,19.666666666666668,0.0,965247.6666666666,175241.33333333334,13.333333333333334,17.666666666666668,3,1,Low,"Mentoring, onboarding refreshers",-0.6208217972779525,-3.5561641374068587,False
5e7c70cd,386,18.38095238095238,0.19047619047619047,933926.2857142857,253248.90476190476,14.285714285714286,17.904761904761905,21,2,High,"Retention incentives, high-value leads",-0.7268013653615741,0.6221391738491194,False
5f13e12d,62,20.666666666666668,0.0,1084361.3333333333,237417.33333333334,16.666666666666668,16.666666666666668,3,1,Low,"Mentoring, onboarding refreshers",0.2713039564681086,-3.4997628779112144,False
5f5eecd9,408,19.428571428571427,0.23809523809523808,1022010.619047619,264778.6666666667,14.571428571428571,19.523809523809526,21,2,High,"Retention incentives, high-value leads",-0.041959816636718085,0.8454499650273792,False
5fb6d997,184,18.4,0.2,1001432.0,241818.8,13.9,17.4,10,0,Mid,"Targeted training, quote-to-sale improvement",-0.9932754823001609,-1.8339499856973185,False
5fe00842,381,18.142857142857142,0.14285714285714285,1055213.9047619049,237451.04761904763,15.428571428571429,16.285714285714285,21,2,High,"Retention incentives, high-value leads",-0.7526845457845365,0.4976053119190809,False
5fe90f9b,163,23.285714285714285,0.0,1158771.142857143,295958.14285714284,15.285714285714286,18.0,7,1,Low,"Mentoring, onboarding refreshers",1.7400304439724161,-2.605682418550223,False
601d9d26,459,21.857142857142858,0.047619047619047616,1279312.9523809524,221036.66666666666,16.142857142857142,18.666666666666668,21,2,High,"Retention incentives, high-value leads",1.3415176919791156,0.8603563672126906,False
60b8427e,421,20.047619047619047,0.14285714285714285,906560.5714285715,189398.14285714287,15.666666666666666,18.285714285714285,21,2,High,"Retention incentives, high-value leads",-0.6092013248523964,0.9293980059603388,False
61b67baf,364,17.333333333333332,0.14285714285714285,817855.2380952381,222112.85714285713,14.952380952380953,16.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6530633280725524,0.47891773359892104,False
62154055,422,20.095238095238095,0.047619047619047616,1085571.8095238095,244281.7619047619,16.19047619047619,16.047619047619047,21,2,High,"Retention incentives, high-value leads",0.15908927354964206,0.6014238628718557,False
62379003,421,20.047619047619047,0.047619047619047616,1280474.0476190476,254155.47619047618,14.428571428571429,16.095238095238095,21,2,High,"Retention incentives, high-value leads",0.587914057724792,0.39809095464199573,False
624eb18c,452,22.6,0.05,1177728.1,251820.8,15.1,19.2,20,2,High,"Retention incentives, high-value leads",1.5745959186713188,0.6694670832741724,False
6289cef1,423,20.142857142857142,0.14285714285714285,1062150.3333333333,233328.42857142858,15.142857142857142,18.238095238095237,21,2,High,"Retention incentives, high-value leads",0.07495368048513482,0.7920612757606987,False
62a78c32,105,17.5,0.0,759997.6666666666,138419.66666666666,17.0,12.833333333333334,6,0,Mid,"Targeted training, quote-to-sale improvement",-2.651047681788453,-2.806531499246452,False
62a909fb,421,20.047619047619047,0.09523809523809523,1005847.4761904762,236490.95238095237,17.857142857142858,17.80952380952381,21,2,High,"Retention incentives, high-value leads",0.17400075508144924,0.8858023380932494,False
62d089a7,289,20.642857142857142,0.07142857142857142,667007.2142857143,213170.5,14.785714285714286,17.142857142857142,14,0,Mid,"Targeted training, quote-to-sale improvement",-0.9229396596420991,-0.7572440321137031,False
6321a9ef,378,18.0,0.14285714285714285,1236449.761904762,290725.38095238095,16.761904761904763,16.666666666666668,21,2,High,"Retention incentives, high-value leads",0.18504998103991496,0.44799070016049014,False
63eff67e,362,20.11111111111111,0.05555555555555555,942338.1666666666,191248.66666666666,14.944444444444445,17.61111111111111,18,2,High,"Retention incentives, high-value leads",-0.37590577220530363,0.04027263014410671,False
641f2147,394,18.761904761904763,0.14285714285714285,816110.2380952381,203542.2380952381,15.285714285714286,18.19047619047619,21,2,High,"Retention incentives, high-value leads",-1.0075154580848813,0.7792549233583411,False
6452bd08,397,18.904761904761905,0.047619047619047616,928011.3333333334,179109.33333333334,16.238095238095237,15.047619047619047,21,2,High,"Retention incentives, high-value leads",-1.1882069682724212,0.5650067967124011,False
6475a0ed,461,21.952380952380953,0.047619047619047616,1251169.1904761905,283725.0,16.142857142857142,17.047619047619047,21,2,High,"Retention incentives, high-value leads",1.4592932528449534,0.7378266135961354,False
647b43a4,462,22.0,0.0,971787.5714285715,185576.38095238095,13.380952380952381,16.238095238095237,21,2,High,"Retention incentives, high-value leads",-0.04051861389335164,0.6944706648759112,False
64850856,50,16.666666666666668,0.0,528427.3333333334,85927.66666666667,19.0,11.333333333333334,3,0,Mid,"Targeted training, quote-to-sale improvement",-4.029633016448757,-3.2492921486606696,False
64bcc561,471,22.428571428571427,0.14285714285714285,1296057.1904761905,317067.85714285716,15.666666666666666,18.904761904761905,21,2,High,"Retention incentives, high-value leads",1.9297910536333747,0.9185038203577202,False
64dbef0d,446,21.238095238095237,0.14285714285714285,1041741.0,245279.19047619047,14.952380952380953,19.142857142857142,21,2,High,"Retention incentives, high-value leads",0.553879562761567,0.9374302071849024,False
64de3268,181,25.857142857142858,0.0,1422271.857142857,291762.4285714286,13.428571428571429,19.571428571428573,7,1,Low,"Mentoring, onboarding refreshers",3.064791670998713,-2.663383859654295,False
64e42473,199,19.9,0.1,995128.5,213497.3,16.2,16.0,10,0,Mid,"Targeted training, quote-to-sale improvement",-0.7282238828442806,-1.778661268220162,False
655dab4a,329,19.352941176470587,0.11764705882352941,931312.1176470588,207882.41176470587,16.235294117647058,16.176470588235293,17,0,Mid,"Targeted training, quote-to-sale improvement",-0.9492525377300454,-0.17018499167343398,False
65ca2c59,364,17.333333333333332,0.14285714285714285,1093643.7142857143,284788.6666666667,16.142857142857142,16.61904761904762,21,2,High,"Retention incentives, high-value leads",-0.35625645903161224,0.3979590086644493,False
65e7321a,234,15.6,0.26666666666666666,575705.5333333333,168902.93333333332,13.933333333333334,15.933333333333334,15,0,Mid,"Targeted training, quote-to-sale improvement",-3.6199079125255524,-0.6757038728243554,False
660cb327,390,18.571428571428573,0.09523809523809523,940426.8095238095,154315.90476190476,14.761904761904763,15.142857142857142,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6708516378493592,0.5281926905541279,False
6643513a,195,21.666666666666668,0.1111111111111111,734040.1111111111,180996.55555555556,17.11111111111111,17.88888888888889,9,0,Mid,"Targeted training, quote-to-sale improvement",-0.8094722406059818,-1.6250273422861505,False
6698f96f,408,19.428571428571427,0.047619047619047616,1078983.380952381,221058.66666666666,15.380952380952381,16.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.19296470723647424,0.5124779518268449,False
